root_length,insertion_rate,deletion_rate,length_param_insertion,length_param_deletion,SS_0,SS_1,SS_2,SS_3,SS_4,SS_5,SS_6,SS_7,SS_8,SS_9,SS_10,SS_11,SS_12,SS_13,SS_14,SS_15,SS_16,SS_17,SS_18,SS_19,SS_20,SS_21,SS_22,SS_23,SS_24,SS_25,SS_26,length_distribution,indel_model,distances,dataset
920.0,0.0020992904527815,0.0032677165514064,2.0142654714492068,1.4158069118207697,3.076687983841936,1023.6219871233916,934.8857118225764,638.1165795002651,1551.7276732651517,1154.5814136829483,131.523514876254,-51.71639269246344,169.64056062101525,13.777915998605067,37.186284296891245,4.558898923505467,1.6174666365427868,4.418537883208899,4.84204271435101,-0.3635864324130011,0.3309739203670574,0.4742538647573582,0.1536419217538593,-0.0898937871936311,2.5816073220521503,5.19029881354524,-0.2303577467821469,464.08524358480855,75.27520278280574,307.7676774831941,43.07105293696516,zipf,rim,37.55812266949228,Bacillus_1ZARG
786.0,0.0050054065657605,0.0073752493438061,1.5661761034718489,1.3883715330579365,10.667226455737705,1198.4749618236613,899.9376949812378,503.0169025372989,2721.5809917516185,1142.9419620577671,634.4262305690154,214.4601352518635,950.9784351331764,18.14361332939879,86.54064544702146,10.120865518241374,1.513385901938619,6.400914275581329,5.601343833759529,0.6240509902991107,2.0545101495160623,2.8473793279048607,-0.3777888371014342,1.0609093771427922,12.591497949192984,2.246944838112313,1.9128694058890687,245.25647033534324,423.0821913024341,53.68300218363811,227.77628065390576,zipf,rim,18.512243311467444,Bacillus_1ZART
985.0,0.0004109005675055,0.0029938957634931,2.754687156146785,1.0855521718119612,3.934106120295155,961.0791920564366,985.151646655785,630.0052086271999,414.1046125808872,448.7067459866553,40.70959585493495,93.12608304106016,72.74996569627979,22.68665382458005,28.18604371191759,3.819997988452087,0.254311980519617,1.2421258876361776,1.4904463646380464,-0.2596833466737962,0.7897698759206833,1.416482417140401,1.1956724020073466,0.1992705578962272,7.816440046839915,4.080000269135411,-0.0533271523433427,496.9798223282359,153.87023346510736,245.93978155143063,-19.60277462501699,zipf,rim,5.060336371198073,Bacillus_1ZAS4
571.0,0.0009846794469983,0.003116810315954,2.5267608107206705,1.6958560816361743,3.505628271612011,590.3404100508156,573.9804474839002,411.02450201295176,713.8578035788378,565.0071949511761,159.2209587219986,95.43454177833614,-11.96883261698531,13.803103862552632,33.75702020105382,3.4668121758841157,3.458096646161323,2.497146081134133,5.577746369929884,0.4046495846475011,0.2735250762333976,2.167270885325763,0.7638797777473982,0.5740751789713556,5.142893790223837,2.860452706051376,-0.0033903906634975,237.92572224149157,27.744196907661603,288.9209041527611,29.344176388446613,zipf,rim,34.36402380226352,Bacillus_1ZAXF
958.0,0.0016411108408084,0.0016411108408084,2.5506963968139083,2.5506963968139083,1.6838329762697697,963.4275040426708,960.9479447725498,954.9304155183048,148.40418687129204,113.99560673571024,19.71647586427161,0.3623735297183117,16.323808438542528,1.855169303143896,18.102032741046514,4.652208878298296,3.2193788507445618,2.8444786015640204,0.9276506764499146,0.4283360207193993,0.1954891029432133,0.2763592798217189,0.1220265116667889,-0.0061802799840222,0.5523528017520789,0.4539469866281251,0.1723543228896744,937.3693823148652,11.640501175696272,7.067372162364649,0.885170580301974,zipf,sim,2.2959101387452536,Bacillus_1ZAYH
735.0,0.0003843258070251,0.0017845040553484,1.5835436141038015,1.157028363095938,4.200435089644088,644.8181776020904,735.5512765619749,602.9811333506772,996.4891048475038,495.51229091178175,156.67418667356125,80.69113566567648,364.49128615646623,26.920282798801797,65.87372334239603,13.563313742572063,5.644357775818492,2.840894971821456,12.679648600700602,1.4280544378242157,-0.6128096405011547,5.8916826698769,0.175833530797477,-0.3319017267105266,12.160936756258195,1.4123182195492063,0.1567644798759317,303.68738340047787,104.60068370475702,299.14490291004535,51.95603932660027,zipf,rim,19.54908897429175,Bacillus_1ZB8G
884.0,0.0005562314615059,0.0003761197320559,1.5224406527061949,2.5818341556240174,12.085975358229916,917.8978800213592,905.9313995242264,774.9885231160677,152.56868249570653,48.48366724540847,34.10798063066568,14.095207009828783,71.9365917108953,21.273172577296837,11.319439423446283,1.113748819679074,0.929842701130326,1.3946754482916504,-0.0640171637205639,0.3985089040025684,0.8488776555646496,-0.0947014486497153,0.1470174443640814,0.136992014925795,3.2860324313582794,1.5395228422472655,1.0878828576104524,773.0260333173042,3.346220243483259,105.66042717045892,30.938718673543008,zipf,rim,3.35249484459411,Bacillus_1ZB8K
840.0,0.0024332797973643,0.0054036158586535,1.337249703564772,1.0711311295285904,6.022834512462964,957.2624249024284,857.8514628732559,521.0882714963188,657.0694802207026,266.7278989386855,109.80760684173856,49.5395261547219,235.4330448777396,21.698604685727062,45.20230463036569,6.533684828893399,0.9799258943197628,3.3638471356287027,3.884366695544984,0.6019803395782937,1.3721467272233667,1.0158427711144211,0.3395311921265431,1.0562567903498916,10.65253871312055,0.7305157647879099,2.219720214288614,266.21588497238497,456.1640504572196,75.14734056792534,126.1435412732078,zipf,rim,16.830253501640257,Bacillus_1ZBRJ
1291.0,0.0010886783648867,0.0021037841729672,2.082940246295217,1.2437433887026916,5.357796610457314,1328.9163311992306,1295.9000271847322,1076.9592317494937,327.7478469305952,163.6568909468342,51.60744473865043,12.054599327695342,96.28575496759731,18.999477122674197,22.770356883472918,3.4711732043956545,1.7334649174481456,0.1597443932692499,-0.1649600692667832,0.1668742653154424,0.0999714544850292,0.0633181748372067,-0.0511861379584956,-0.0528874957692551,2.003868404005601,0.8343421817844501,0.6046711734188932,925.7680170835692,285.0656224387319,35.392006664500514,38.319215290715874,zipf,rim,3.34171255491351,Bacillus_1ZC1Z
675.0,0.0001313619333793,1.4167075627707911e-05,0.0403780767409443,0.308177181641716,24.24233022560156,789.5007548418962,794.4573451934516,674.8706042016161,183.95244512871105,19.956589808525997,18.59660360040873,18.184965470816223,122.87195850307754,31.17579653927876,26.64445601620423,2.689095942056049,-0.2194111056619974,1.3671766578072253,2.4977344162345503,0.3544971365757376,1.3047638229399998,3.0826037927523657,0.0371963884821255,1.2696040424780586,7.308922039435219,0.0927066116081234,7.368269434706443,559.7791624959129,135.86394382200206,1.820954165560792,57.52263114693142,geometric,rim,22.301206830961625,Bacillus_1ZC31
1013.0,0.0002243978802194,0.0015499434277376,1.12122324448189,1.3085412683648323,20.160395617886024,1046.631883288586,1030.7891792708606,648.0900510108768,93.1449202504009,132.53852849334817,62.454129427467706,9.571824090660895,8.308863773592748,30.83715979177697,11.835545212990835,3.4928145428129937,-0.0943290234722837,0.7512306414055843,0.7757691101869568,2.07276919382781,0.2710760327241814,0.8381485235482327,0.1006161783980816,0.6530452364029316,6.30248157748531,0.1359140312099498,-0.1666916440939303,564.1275376730503,407.1486559131081,11.290605646358756,50.58254319687012,zipf,rim,22.59435162000979,Bacillus_1ZC4R
296.0,0.0267966458304538,0.0444824007016031,1.2662089209093756,1.0731891920005143,42.53896786192149,1874.130578809651,799.067744030812,34.76324334101992,2763.126760769068,431.2938330147881,94.6395298766156,189.5054605739229,2249.1995178156094,126.08492432810954,297.6168480465764,11.181820636891644,4.481423343808245,-1.1898839055613166,11.607423176258322,4.527120031064555,-0.5144462973580062,6.937254526908589,3.032071077014024,-0.1610549397853447,130.41938464548153,32.43845386456079,-2.075699591065586,3.602630652772689,4.08337140403097,-0.0314100275815683,837.6091405736584,zipf,rim,11.039782236422091,Bacillus_1ZCEM
821.0,0.0043898661566901,0.0043898661566901,1.1667099768021374,1.1667099768021374,23.217287115229983,1193.2675939834464,929.9186184205256,505.14849100126713,776.6810656678931,225.36158517971467,72.64722216305086,42.15785642494971,438.9906959030863,31.07789200791768,85.05305795265446,5.112904367597679,0.3095112715476205,1.9530718542143148,4.197054203612787,0.7899174237418478,0.0651940769494672,1.574665451751747,-0.4728981983616493,-0.1638122293751962,31.818894492453182,4.621620348115371,5.278669991759301,224.31645974641845,440.2558093012557,98.4060289153034,216.9010148311684,zipf,sim,15.322185425017953,Bacillus_1ZD65
1183.0,0.0008578414586087,0.0005272515469439,18.06175785977987,5.244868478469884,15.635212015650154,1299.5442468514666,1229.8991352661374,1173.989367386976,427.59085534087353,0.4638536250122342,0.3382935514810015,4.859335340622749,423.85027317653385,12.485594001767424,10.008892883804094,-0.2847105340954101,-0.2477002197065303,0.0203270474623877,-0.2472204620459024,0.0680559828971354,-0.0041534267212455,0.0396015677273453,0.5761570386204085,-0.0020930169931148,2.414404787908893,0.1864813762533685,4.071895462860937,1144.6421722581852,24.19597029457049,3.3478010463777537,76.82954418007284,poisson,rim,1.2046796226078775,Bacillus_1ZDK0
839.0,0.0053664355914217,0.0053664355914217,1.8691170547892917,1.8691170547892917,3.731353807187048,893.4458624194955,852.9768734217863,824.970730901063,129.51011374031077,61.12215434972313,24.8476399893068,9.01166849075578,37.245117667448085,4.01911794253283,28.25099469844671,5.8547564125356,0.7336436653309022,3.0738144838486505,1.7103202997583755,0.9632737050989776,0.8803080276790354,0.7815315376146685,0.1619557702386391,0.3084881332799014,3.790738729276981,0.3220265379026727,2.0044699168201845,783.0700329063477,42.86669224424927,5.67510099722017,49.81415796321289,zipf,sim,2.3980064569023205,Bacillus_1ZDP7
447.0,0.000142998936753,0.0009517773386481,1.3483963304810045,1.206667322700833,25.342748154205765,348.1179759237857,448.99834709773125,203.98393366310404,36.57906668022815,-22.434914948271853,9.672041303352216,-17.69631615659341,15.956887057287076,97.9718340327436,0.0229560398115324,-5.487970011184842,0.0248032368739146,0.3131484484188007,-0.5664136822802703,0.07355694335694,0.1160085312806487,0.5376095417905664,0.0265000631850889,-0.0307992920178357,4.402231495457883,2.6309228946555123,0.614022053192766,217.02008972900512,65.67344394401664,6.7329649589712375,-48.302672860212624,zipf,rim,14.0132381589475,Bacillus_1ZEBR
926.0,0.0034417370915332,0.0095525403029809,2.1156857201170265,1.078791076069306,8.508368206762668,1081.0389503636338,940.5569888344228,403.4823758169751,452.5059355386557,155.1315823405821,65.02169746719505,47.8514150225181,159.1232080020418,22.771291258038204,87.14521441751744,12.222844187747242,0.4943172514601954,3.526623465680004,3.78332085982818,0.3270960532129203,1.1915252921737505,3.9159667688026216,0.0171649417326449,1.0596220513397512,32.864147673122005,0.9680616626357724,3.7159445354156873,92.27443485234016,322.05203385008787,319.0488466072433,172.14682136423426,zipf,rim,34.040363597742065,Bacillus_1ZEIJ
865.0,0.0105092034467516,0.0035975189849416,0.1594781014026161,0.4753481636937983,6.790625558679693,1087.8229934870892,959.9391109052988,887.8321863654883,168.9550930735263,29.72424912868212,27.361952460419445,19.06828214791136,90.70033521256562,6.470734879340881,48.70529879051617,4.796617924867718,0.8968804210430221,2.2848400630303445,5.527695690073045,0.3910289926346308,2.2557942373682494,1.6093118654739629,0.3472837793725318,1.4762644310109891,9.622077698943484,0.9819634650952196,4.949173942794985,832.5774476781058,57.9077529902426,10.335985322926518,124.30411129192748,geometric,rim,2.552467239178047,Bacillus_1ZES9
729.0,0.02336572532824,0.0757915939586385,14.448061220521163,24.389063968067656,42.08918815057983,212.7206249474832,202.25694628467917,2.4559976534099803,39.97195460990838,2.6668136029253846,1.9844395041790437,3.5585419305697386,35.06710522713911,57.31785743401366,17.35115567920002,-0.1360474750228122,0.6208141780722465,0.1677681905451322,0.975798130160758,0.2024140911941083,-0.0389140979888106,0.5627263849316861,0.4201090787209015,0.0545837967339508,10.881714724335325,-0.29498391195186,1.0625983630948213,3.048998554872284,32.102821817613176,-3.242951020998035,20.45178280722655,poisson,rim,13.88457854628314,Bacillus_1ZEZQ
879.0,0.0024437822891884,0.0044237619414792,1.3472528280109088,1.0997712482007918,8.249107482905337,1048.0822913532122,983.0398745399845,659.1736105411151,190.65377090515543,62.41016023415153,17.064397126162536,9.975426462393404,80.40472168191833,15.332619842707814,46.08506312468037,8.493543221703916,0.5254404776605099,4.199690372135063,2.294652730398525,0.2479133848790094,1.39928065607518,1.8577772027756545,-0.2731059985653077,0.8857166500151514,15.595830457498582,-1.9097715698651072,7.1539407590659545,486.9486678375167,447.4514211688135,33.906302958271425,159.01520357412093,zipf,rim,23.64765425361916,Bacillus_1ZPVT
